match_id,season,match_date,venue,city,team1,team2,toss_winner,toss_decision,batting_team,bowling_team,team1_score,team2_score,team1_wickets,team2_wickets,team1_overs,team2_overs,match_winner,win_by_runs,win_by_wickets,player_name,player_team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,overs_bowled,wickets_taken,runs_conceded,economy_rate,player_of_match
1173,2017,2017-05-07,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Punjab Kings,151,184,6,1,20.0,18.6,Punjab Kings,0,9,Marco Jansen,Sunrisers Hyderabad,All-Rounder,10,10,0,0,100.0,4.0,0,32,8.0,0
1378,2020,2020-05-16,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Sunrisers Hyderabad,144,145,5,3,20.0,18.0,Sunrisers Hyderabad,0,7,Shreyas Iyer,Kolkata Knight Riders,Batsman,1,1,0,0,100.0,0.0,0,0,,0
1186,2017,2017-05-19,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Delhi Capitals,179,146,4,3,20.0,20.0,Sunrisers Hyderabad,33,0,Prithvi Shaw,Delhi Capitals,Batsman,0,3,0,0,0.0,0.0,0,0,,0
1134,2017,2017-03-28,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,167,193,4,8,20.0,15.9,Kolkata Knight Riders,0,2,Shreyas Iyer,Kolkata Knight Riders,Batsman,0,2,0,0,0.0,0.0,0,0,,1
1128,2016,2016-05-25,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bangalore,170,184,4,2,20.0,19.5,Royal Challengers Bangalore,0,8,Shreyas Iyer,Kolkata Knight Riders,Batsman,24,24,3,1,100.0,0.0,0,0,,0
1065,2015,2015-05-29,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,195,160,4,9,20.0,20.0,Rajasthan Royals,35,0,Sanju Samson,Rajasthan Royals,WK-Batsman,120,120,17,5,100.0,0.0,0,0,,0
1459,2022,2022-03-29,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,Kolkata Knight Riders,163,126,9,6,20.0,20.0,Mumbai Indians,37,0,Hardik Pandya,Mumbai Indians,All-Rounder,1,1,0,0,100.0,0.0,0,0,,0
1491,2022,2022-05-01,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Punjab Kings,Sunrisers Hyderabad,152,153,4,8,20.0,16.7,Sunrisers Hyderabad,0,2,Kartik Tyagi,Sunrisers Hyderabad,Bowler,1,6,0,0,16.67,4.0,0,45,11.25,0
1354,2020,2020-04-22,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,166,148,3,4,20.0,20.0,Chennai Super Kings,18,0,Devon Conway,Chennai Super Kings,WK-Batsman,39,39,2,3,100.0,0.0,0,0,,0
1221,2018,2018-04-17,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,168,157,10,5,20.0,20.0,Rajasthan Royals,11,0,Sanju Samson,Rajasthan Royals,WK-Batsman,29,29,2,1,100.0,0.0,0,0,,0
1055,2015,2015-05-20,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,151,198,7,2,20.0,17.5,Royal Challengers Bangalore,0,8,Rishabh Pant,Delhi Capitals,WK-Batsman,120,120,9,8,100.0,0.0,0,0,,0
1356,2020,2020-04-24,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,Royal Challengers Bangalore,205,204,8,7,20.0,20.0,Mumbai Indians,1,0,Josh Hazlewood,Royal Challengers Bangalore,Bowler,1,6,0,0,16.67,2.0,0,23,11.5,0
1334,2020,2020-04-02,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,170,161,4,6,20.0,20.0,Sunrisers Hyderabad,9,0,Dwayne Bravo,Chennai Super Kings,All-Rounder,21,21,1,1,100.0,0.0,0,0,,0
1384,2020,2020-05-22,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Royal Challengers Bangalore,146,159,5,9,20.0,17.1,Royal Challengers Bangalore,0,1,Faf du Plessis,Royal Challengers Bangalore,Batsman,2,2,0,0,100.0,0.0,0,0,,0
1318,2019,2019-05-24,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,190,175,3,4,20.0,20.0,Rajasthan Royals,15,0,Krunal Pandya,Mumbai Indians,All-Rounder,21,21,1,0,100.0,2.0,1,14,7.0,0
1363,2020,2020-05-02,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,188,142,6,6,20.0,20.0,Punjab Kings,46,0,Kagiso Rabada,Punjab Kings,Bowler,4,7,0,0,57.14,2.0,0,24,12.0,0
1191,2017,2017-05-24,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,190,179,10,8,20.0,20.0,Mumbai Indians,11,0,Ishan Kishan,Mumbai Indians,WK-Batsman,9,9,0,0,100.0,0.0,0,0,,0
1049,2015,2015-05-13,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bangalore,128,171,5,6,20.0,18.1,Royal Challengers Bangalore,0,4,Glenn Maxwell,Royal Challengers Bangalore,All-Rounder,2,2,0,0,100.0,2.0,0,16,8.0,0
1440,2021,2021-05-08,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Mumbai Indians,185,176,8,10,20.0,20.0,Royal Challengers Bangalore,9,0,Tim David,Mumbai Indians,Batsman,6,6,0,0,,0.0,0,0,,0
1386,2020,2020-05-25,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Chennai Super Kings,161,167,7,5,20.0,18.5,Chennai Super Kings,0,5,Shivam Dube,Chennai Super Kings,All-Rounder,33,33,1,2,100.0,0.0,0,0,,0
1258,2018,2018-05-25,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,124,178,9,0,20.0,17.7,Sunrisers Hyderabad,0,10,Kane Williamson,Sunrisers Hyderabad,Batsman,1,1,0,0,100.0,0.0,0,0,,0
1389,2020,2020-05-27,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,Kolkata Knight Riders,175,197,8,4,20.0,19.5,Kolkata Knight Riders,0,6,Venkatesh Iyer,Kolkata Knight Riders,All-Rounder,42,42,5,2,100.0,3.0,0,31,10.33,0
1231,2018,2018-04-27,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,186,157,10,10,20.0,20.0,Royal Challengers Bangalore,29,0,Aiden Markram,Sunrisers Hyderabad,All-Rounder,14,14,1,1,100.0,4.0,1,42,10.5,0
1210,2018,2018-04-07,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,177,207,7,3,20.0,17.6,Chennai Super Kings,0,7,Ravindra Jadeja,Chennai Super Kings,All-Rounder,11,11,0,0,100.0,2.0,1,11,5.5,0
1446,2021,2021-05-15,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,141,129,6,5,20.0,20.0,Kolkata Knight Riders,12,0,Varun Chakravarthy,Kolkata Knight Riders,Bowler,5,7,0,0,71.43,3.0,0,33,11.0,0
1279,2019,2019-04-14,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,209,156,3,4,20.0,20.0,Mumbai Indians,53,0,Trent Boult,Mumbai Indians,Bowler,3,8,0,0,37.5,2.0,0,6,3.0,0
1539,2023,2023-04-08,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,Kolkata Knight Riders,137,163,8,0,20.0,17.8,Kolkata Knight Riders,0,10,Andre Russell,Kolkata Knight Riders,All-Rounder,3,3,0,0,100.0,0.0,0,0,,0
1079,2016,2016-04-06,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,172,136,9,10,20.0,20.0,Kolkata Knight Riders,36,0,Dhruv Jurel,Rajasthan Royals,WK-Batsman,10,10,0,0,100.0,0.0,0,0,,0
1109,2016,2016-05-05,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,Punjab Kings,153,170,8,7,20.0,18.1,Punjab Kings,0,3,Sam Curran,Punjab Kings,All-Rounder,16,16,0,1,100.0,0.0,0,0,,0
1346,2020,2020-04-14,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,162,174,3,5,20.0,18.1,Kolkata Knight Riders,0,5,Tim Southee,Kolkata Knight Riders,Bowler,1,4,0,0,25.0,2.0,1,29,14.5,0
1427,2021,2021-04-26,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Royal Challengers Bangalore,175,154,8,9,20.0,20.0,Delhi Capitals,21,0,Shahbaz Ahmed,Royal Challengers Bangalore,All-Rounder,62,62,3,1,100.0,3.0,2,29,9.67,0
1430,2021,2021-04-28,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,187,142,9,6,20.0,20.0,Royal Challengers Bangalore,45,0,Harshal Patel,Royal Challengers Bangalore,Bowler,3,5,0,0,60.0,4.0,1,34,8.5,0
1433,2021,2021-05-02,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,166,207,3,0,20.0,16.8,Rajasthan Royals,0,10,Tim Southee,Kolkata Knight Riders,Bowler,1,3,0,0,33.33,4.0,0,32,8.0,0
1062,2015,2015-05-27,"Punjab Cricket Association Stadium, Mohali",,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,Royal Challengers Bangalore,147,131,4,10,20.0,20.0,Punjab Kings,16,0,Virat Kohli,Royal Challengers Bangalore,Batsman,4,4,0,0,100.0,0.0,0,0,,0
1434,2021,2021-05-02,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,176,172,10,9,20.0,20.0,Sunrisers Hyderabad,4,0,Ravindra Jadeja,Chennai Super Kings,All-Rounder,21,21,2,1,100.0,2.0,1,18,9.0,0
1210,2018,2018-04-07,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,177,207,7,3,20.0,17.6,Chennai Super Kings,0,7,Ruturaj Gaikwad,Chennai Super Kings,Batsman,25,25,2,0,100.0,0.0,0,0,,0
1174,2017,2017-05-08,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,159,143,8,5,20.0,20.0,Chennai Super Kings,16,0,Moeen Ali,Chennai Super Kings,All-Rounder,7,7,0,0,100.0,4.0,0,40,10.0,0
1323,2019,2019-05-28,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Royal Challengers Bangalore,177,166,4,8,20.0,20.0,Rajasthan Royals,11,0,Shahbaz Ahmed,Royal Challengers Bangalore,All-Rounder,0,0,0,0,0.0,4.0,0,35,8.75,0
1453,2021,2021-05-21,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,160,154,9,8,20.0,20.0,Punjab Kings,6,0,T Natarajan,Sunrisers Hyderabad,Bowler,5,8,0,0,62.5,4.0,0,46,11.5,0
1201,2018,2018-03-28,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,147,178,8,7,20.0,17.8,Mumbai Indians,0,3,Ishan Kishan,Mumbai Indians,WK-Batsman,0,1,0,0,0.0,0.0,0,0,,0
1130,2016,2016-05-26,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,158,135,8,5,20.0,20.0,Royal Challengers Bangalore,23,0,Harshal Patel,Royal Challengers Bangalore,Bowler,3,5,0,0,60.0,4.0,0,29,7.25,0
1048,2015,2015-05-12,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,147,169,10,7,20.0,15.0,Mumbai Indians,0,3,Ishan Kishan,Mumbai Indians,WK-Batsman,3,3,0,0,100.0,0.0,0,0,,0
1384,2020,2020-05-22,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Royal Challengers Bangalore,146,159,5,9,20.0,17.1,Royal Challengers Bangalore,0,1,Marco Jansen,Sunrisers Hyderabad,All-Rounder,58,58,2,1,100.0,1.0,1,6,6.0,0
1266,2019,2019-04-02,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,136,116,8,5,20.0,20.0,Sunrisers Hyderabad,20,0,Abhishek Sharma,Sunrisers Hyderabad,All-Rounder,63,63,6,2,100.0,0.0,0,0,,0
1247,2018,2018-05-14,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kolkata Knight Riders,164,156,3,7,20.0,20.0,Royal Challengers Bangalore,8,0,Andre Russell,Kolkata Knight Riders,All-Rounder,16,16,1,0,100.0,1.0,0,3,3.0,0
1203,2018,2018-03-31,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,221,191,6,4,20.0,20.0,Delhi Capitals,30,0,Mohammed Siraj,Royal Challengers Bangalore,Bowler,0,0,0,0,0.0,2.0,0,14,7.0,0
1538,2023,2023-04-08,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Royal Challengers Bangalore,194,171,9,7,20.0,20.0,Mumbai Indians,23,0,Hardik Pandya,Mumbai Indians,All-Rounder,31,31,2,2,100.0,1.0,1,12,12.0,0
1272,2019,2019-04-07,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,169,203,4,6,20.0,15.7,Chennai Super Kings,0,4,Ravindra Jadeja,Chennai Super Kings,All-Rounder,5,5,0,0,100.0,3.0,0,34,11.33,1
1156,2017,2017-04-19,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,181,112,10,8,20.0,20.0,Sunrisers Hyderabad,69,0,Prasidh Krishna,Rajasthan Royals,Bowler,3,10,0,0,30.0,4.0,0,42,,0
1514,2022,2022-05-23,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,139,90,8,4,20.0,20.0,Delhi Capitals,49,0,Phil Salt,Delhi Capitals,WK-Batsman,58,58,4,3,100.0,0.0,0,0,,0
1522,2022,2022-05-31,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,166,209,9,7,20.0,19.6,Sunrisers Hyderabad,0,3,Kartik Tyagi,Sunrisers Hyderabad,Bowler,3,3,0,0,100.0,2.0,1,21,10.5,0
1403,2021,2021-04-01,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,Rajasthan Royals,152,194,4,3,20.0,18.4,Rajasthan Royals,0,7,David Warner,Delhi Capitals,Batsman,48,48,6,2,100.0,0.0,0,0,,0
1336,2020,2020-04-05,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,187,178,6,4,20.0,20.0,Kolkata Knight Riders,9,0,Lockie Ferguson,Kolkata Knight Riders,Bowler,3,7,0,0,42.86,2.0,0,15,7.5,1
1333,2020,2020-04-02,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,157,179,5,0,20.0,18.5,Mumbai Indians,0,10,Quinton de Kock,Mumbai Indians,WK-Batsman,17,17,2,0,100.0,0.0,0,0,,0
1464,2022,2022-04-03,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,171,157,5,5,20.0,20.0,Punjab Kings,14,0,Washington Sundar,Sunrisers Hyderabad,All-Rounder,0,0,0,0,0.0,1.0,0,0,,0
1512,2022,2022-05-21,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,Chennai Super Kings,152,135,10,6,20.0,20.0,Delhi Capitals,17,0,Tushar Deshpande,Chennai Super Kings,Bowler,11,10,0,0,110.0,4.0,1,45,11.25,0
1030,2015,2015-04-24,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,180,180,5,4,20.0,20.0,Delhi Capitals,0,6,Axar Patel,Delhi Capitals,All-Rounder,11,11,0,0,100.0,4.0,0,28,7.0,0
1553,2023,2023-04-23,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,Royal Challengers Bangalore,148,166,8,4,20.0,15.9,Royal Challengers Bangalore,0,6,Harpreet Brar,Punjab Kings,All-Rounder,1,1,0,0,100.0,3.0,1,28,,0
1326,2020,2020-03-26,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,187,120,6,6,20.0,20.0,Chennai Super Kings,67,0,Rishabh Pant,Delhi Capitals,WK-Batsman,10,10,1,0,100.0,0.0,0,0,,0
1060,2015,2015-05-25,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,206,176,3,6,20.0,20.0,Delhi Capitals,30,0,Heinrich Klaasen,Sunrisers Hyderabad,WK-Batsman,15,15,1,0,100.0,0.0,0,0,,0
1269,2019,2019-04-04,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,161,193,10,9,20.0,18.7,Chennai Super Kings,0,1,R Ashwin,Rajasthan Royals,All-Rounder,7,7,0,0,100.0,2.0,0,18,9.0,0
1106,2016,2016-05-02,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,Mumbai Indians,188,184,10,5,20.0,20.0,Royal Challengers Bangalore,4,0,Ishan Kishan,Mumbai Indians,WK-Batsman,21,21,1,0,100.0,0.0,0,0,,0
1571,2023,2023-05-10,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,169,138,3,5,20.0,20.0,Sunrisers Hyderabad,31,0,Liam Livingstone,Punjab Kings,All-Rounder,52,52,2,1,100.0,0.0,0,0,,0
1561,2023,2023-05-01,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,139,165,4,5,20.0,17.4,Punjab Kings,0,5,Arshdeep Singh,Punjab Kings,Bowler,6,3,0,0,200.0,2.0,1,20,10.0,0
1431,2021,2021-04-29,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Mumbai Indians,218,197,4,6,20.0,20.0,Chennai Super Kings,21,0,Ishan Kishan,Mumbai Indians,WK-Batsman,40,40,5,3,100.0,0.0,0,0,,0
1353,2020,2020-04-21,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,153,166,4,3,20.0,15.0,Sunrisers Hyderabad,0,7,T Natarajan,Sunrisers Hyderabad,Bowler,1,4,0,0,25.0,3.0,0,33,11.0,0
1279,2019,2019-04-14,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,209,156,3,4,20.0,20.0,Mumbai Indians,53,0,Dinesh Karthik,Royal Challengers Bangalore,WK-Batsman,1,1,0,0,100.0,0.0,0,0,,0
1162,2017,2017-04-25,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,156,138,4,5,20.0,20.0,Kolkata Knight Riders,18,0,Sunil Narine,Kolkata Knight Riders,All-Rounder,3,3,0,0,100.0,0.0,0,0,,1
1495,2022,2022-05-04,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,Mumbai Indians,131,198,10,1,20.0,18.2,Mumbai Indians,0,9,Matthew Short,Punjab Kings,All-Rounder,16,16,0,0,100.0,3.0,1,30,10.0,0
1514,2022,2022-05-23,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,139,90,8,4,20.0,20.0,Delhi Capitals,49,0,Mitchell Marsh,Delhi Capitals,All-Rounder,26,26,2,1,100.0,1.0,1,11,11.0,1
1449,2021,2021-05-18,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,Delhi Capitals,171,144,3,4,20.0,20.0,Kolkata Knight Riders,27,0,Anrich Nortje,Delhi Capitals,Bowler,2,10,0,0,20.0,2.0,0,18,9.0,0
1255,2018,2018-05-22,"MA Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,156,154,3,8,20.0,20.0,Chennai Super Kings,2,0,Phil Salt,Delhi Capitals,WK-Batsman,9,9,1,0,100.0,0.0,0,0,,0
1098,2016,2016-04-24,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,153,180,9,3,20.0,18.1,Sunrisers Hyderabad,0,7,Heinrich Klaasen,Sunrisers Hyderabad,WK-Batsman,9,9,0,0,100.0,0.0,0,0,,0
1156,2017,2017-04-19,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,181,112,10,8,20.0,20.0,Sunrisers Hyderabad,69,0,Umran Malik,Sunrisers Hyderabad,Bowler,1,7,0,0,14.29,3.0,0,23,7.67,0
1006,2015,2015-04-01,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,175,171,5,4,20.0,20.0,Sunrisers Hyderabad,4,0,R Ashwin,Rajasthan Royals,All-Rounder,3,3,0,0,100.0,2.0,0,20,10.0,0
1517,2022,2022-05-27,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,190,195,3,8,20.0,18.0,Mumbai Indians,0,2,Sunil Narine,Kolkata Knight Riders,All-Rounder,0,4,0,0,0.0,4.0,1,36,9.0,0
1423,2021,2021-04-22,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,127,164,6,1,20.0,17.8,Kolkata Knight Riders,0,9,Tim Southee,Kolkata Knight Riders,Bowler,2,4,0,0,50.0,2.0,1,12,6.0,0
